iter	Passed	Remaining
303	22048	50478
304	22114	50392
305	22181	50307
306	22249	50225
307	22318	50143
308	22386	50061
309	22454	49978
310	22522	49896
311	22591	49817
312	22661	49739
313	22733	49665
314	22803	49587
315	22872	49507
316	22941	49428
317	23010	49349
318	23078	49267
319	23146	49186
320	23214	49105
321	23282	49024
322	23350	48942
323	23418	48859
324	23488	48783
325	23557	48704
326	23625	48624
327	23696	48548
328	23764	48468
329	23834	48390
330	23903	48313
331	23972	48234
332	24043	48158
333	24111	48078
334	24181	48001
335	24253	47928
336	24323	47852
337	24391	47772
338	24458	47690
339	24525	47608
340	24593	47528
341	24661	47447
342	24728	47367
343	24798	47290
344	24869	47216
345	24937	47136
346	25004	47054
347	25072	46975
348	25140	46894
349	25207	46814
350	25278	46740
351	25347	46662
352	25417	46586
353	25485	46507
354	25554	46430
355	25625	46356
356	25694	46279
357	25766	46207
358	25836	46131
359	25904	46052
360	25973	45974
361	26043	45899
362	26111	45821
363	26179	45741
364	26248	45664
365	26316	45587
366	26385	45509
367	26454	45433
368	26522	45354
369	26592	45278
370	26661	45201
371	26728	45121
372	26797	45046
373	26865	44966
374	26932	44887
375	27000	44809
376	27067	44729
377	27137	44654
378	27210	44584
379	27278	44507
380	27346	44429
381	27415	44352
382	27482	44272
383	27549	44194
384	27617	44116
385	27684	44037
386	27755	43964
387	27824	43887
388	27891	43808
389	27959	43731
390	28028	43655
391	28094	43575
392	28162	43497
393	28230	43420
394	28298	43342
395	28365	43264
396	28434	43188
397	28507	43119
398	28575	43042
399	28643	42965
400	28712	42889
401	28781	42814
402	28852	42741
403	28918	42662
404	28987	42586
405	29055	42509
406	29124	42434
407	29192	42358
408	29259	42279
409	29331	42208
410	29398	42130
411	29464	42050
412	29531	41973
413	29599	41897
414	29667	41820
415	29733	41741
416	29803	41667
417	29870	41590
418	29936	41511
419	30003	41433
420	30071	41356
421	30137	41278
422	30203	41199
423	30272	41124
424	30338	41046
425	30405	40969
426	30472	40891
427	30539	40814
428	30606	40737
429	30673	40660
430	30741	40584
431	30809	40508
432	30875	40431
433	30943	40354
434	31010	40278
435	31077	40200
436	31144	40123
437	31213	40050
438	31279	39972
439	31345	39893
440	31410	39815
441	31477	39738
442	31543	39660
443	31612	39586
444	31678	39508
445	31744	39432
446	31814	39358
447	31881	39283
448	31949	39207
449	32017	39132
450	32083	39054
451	32149	38978
452	32215	38900
453	32280	38822
454	32346	38744
455	32411	38666
456	32477	38588
457	32542	38511
458	32607	38433
459	32674	38356
460	32741	38281
461	32808	38205
462	32875	38129
463	32943	38054
464	33010	37980
465	33078	37905
466	33144	37828
467	33210	37752
468	33277	37677
469	33346	37603
470	33411	37526
471	33478	37450
472	33543	37373
473	33611	37299
474	33677	37222
475	33743	37145
476	33809	37069
477	33875	36994
478	33942	36918
479	34008	36842
480	34072	36764
481	34138	36688
482	34204	36611
483	34270	36536
484	34335	36459
485	34400	36382
486	34467	36307
487	34534	36232
488	34601	36158
489	34668	36083
490	34734	36008
491	34802	35934
492	34869	35859
493	34934	35782
494	35001	35708
495	35066	35632
496	35132	35556
497	35198	35481
498	35264	35405
499	35330	35330
500	35397	35256
501	35462	35180
502	35528	35104
503	35596	35031
504	35662	34955
505	35730	34882
506	35799	34810
507	35867	34737
508	35932	34661
509	35998	34586
510	36063	34510
511	36128	34434
512	36193	34358
513	36259	34284
514	36326	34210
515	36391	34134
516	36457	34059
517	36531	33993
518	36597	33918
519	36664	33843
520	36730	33769
521	36800	33698
522	36866	33623
523	36938	33554
524	37005	33480
525	37071	33407
526	37141	33335
527	37206	33260
528	37273	33186
529	37339	33112
530	37405	33037
531	37472	32964
532	37539	32891
533	37604	32816
534	37673	32743
535	37741	32671
536	37807	32597
537	37876	32525
538	37943	32452
539	38010	32379
540	38075	32304
541	38142	32230
542	38207	32156
543	38273	32082
544	38338	32007
545	38404	31933
546	38471	31860
547	38539	31787
548	38607	31715
549	38680	31647
550	38747	31575
551	38814	31501
552	38883	31430
553	38951	31357
554	39017	31283
555	39084	31211
556	39151	31138
557	39218	31065
558	39284	30992
559	39351	30919
560	39417	30845
561	39482	30770
562	39549	30698
563	39616	30625
564	39683	30552
565	39751	30481
566	39819	30408
567	39887	30336
568	39953	30263
569	40019	30190
570	40087	30117
571	40152	30044
572	40219	29971
573	40286	29898
574	40352	29825
575	40417	29752
576	40484	29679
577	40552	29607
578	40620	29535
579	40686	29462
580	40752	29389
581	40819	29317
582	40886	29244
583	40953	29172
584	41018	29098
585	41083	29024
586	41148	28950
587	41212	28877
588	41278	28803
589	41344	28731
590	41410	28658
591	41476	28585
592	41542	28512
593	41608	28439
594	41674	28366
595	41741	28294
596	41809	28223
597	41875	28150
598	41940	28076
599	42005	28003
600	42074	27932
601	42139	27859
602	42205	27787
603	42271	27714
604	42336	27641
605	42401	27568
606	42466	27495
607	42533	27422
608	42599	27350
609	42665	27278
610	42734	27207
611	42799	27134
612	42865	27061
613	42930	26988
614	42996	26916
615	43061	26843
616	43127	26771
617	43192	26698
618	43257	26625
619	43323	26553
620	43388	26479
621	43453	26407
622	43518	26334
623	43584	26262
624	43649	26189
625	43715	26117
626	43782	26046
627	43849	25974
628	43916	25903
629	43982	25830
630	44049	25759
631	44115	25687
632	44180	25614
633	44246	25542
634	44313	25471
635	44378	25399
636	44443	25326
637	44515	25257
638	44580	25185
639	44645	25112
640	44714	25042
641	44781	24971
642	44847	24899
643	44913	24828
644	44979	24756
645	45050	24687
646	45118	24616
647	45184	24544
648	45249	24472
649	45316	24401
650	45382	24329
651	45449	24258
652	45515	24186
653	45581	24114
654	45647	24043
655	45713	23971
656	45777	23899
657	45842	23826
658	45908	23755
659	45973	23683
660	46038	23611
661	46103	23539
662	46170	23468
663	46237	23397
664	46305	23326
665	46371	23255
666	46437	23183
667	46503	23112
668	46570	23041
669	46637	22970
670	46704	22899
671	46770	22828
672	46836	22757
673	46902	22685
674	46968	22614
675	47043	22547
676	47110	22476
677	47177	22405
678	47243	22334
679	47310	22263
680	47376	22192
681	47443	22121
682	47513	22052
683	47580	21981
684	47648	21911
685	47716	21840
686	47781	21769
687	47854	21701
688	47921	21630
689	47988	21559
690	48055	21489
691	48121	21418
692	48188	21347
693	48253	21276
694	48320	21205
695	48386	21134
696	48452	21063
697	48518	20992
698	48585	20921
699	48651	20850
700	48721	20781
701	48787	20710
702	48853	20639
703	48924	20570
704	48990	20499
705	49056	20428
706	49123	20357
707	49189	20287
708	49254	20216
709	49322	20145
710	49388	20074
711	49454	20003
712	49519	19932
713	49585	19862
714	49654	19792
715	49719	19721
716	49786	19650
717	49851	19579
718	49917	19508
719	49983	19438
720	50048	19366
721	50114	19295
722	50181	19225
723	50245	19154
724	50313	19084
725	50377	19013
726	50443	18942
727	50509	18871
728	50574	18800
729	50641	18730
730	50708	18660
731	50774	18589
732	50842	18519
733	50908	18448
734	50973	18378
735	51040	18307
736	51106	18237
737	51172	18166
738	51239	18096
739	51305	18026
740	51372	17955
741	51438	17885
742	51504	17815
743	51571	17744
744	51636	17674
745	51704	17604
746	51769	17533
747	51834	17463
748	51900	17392
749	51968	17322
750	52034	17252
751	52100	17181
752	52165	17111
753	52233	17041
754	52299	16971
755	52364	16900
756	52434	16831
757	52499	16761
758	52573	16693
759	52639	16622
760	52705	16552
761	52773	16483
762	52841	16413
763	52907	16343
764	52973	16272
765	53039	16202
766	53104	16132
767	53169	16061
768	53236	15991
769	53302	15921
770	53368	15851
771	53433	15781
772	53499	15710
773	53566	15640
774	53634	15571
775	53701	15501
776	53769	15431
777	53834	15361
778	53901	15291
779	53967	15221
780	54033	15151
781	54099	15081
782	54168	15012
783	54233	14941
784	54298	14871
785	54363	14801
786	54428	14731
787	54495	14661
788	54561	14591
789	54626	14521
790	54694	14451
791	54763	14382
792	54829	14312
793	54896	14242
794	54962	14172
795	55028	14102
796	55094	14032
797	55159	13962
798	55224	13892
799	55290	13822
800	55354	13752
801	55419	13682
802	55487	13612
803	55552	13542
804	55616	13472
805	55685	13403
806	55752	13333
807	55818	13263
808	55883	13193
809	55949	13123
810	56014	13053
811	56078	12983
812	56144	12913
813	56211	12844
814	56279	12775
815	56344	12705
816	56410	12635
817	56475	12565
818	56548	12497
819	56614	12427
820	56679	12357
821	56744	12287
822	56812	12218
823	56880	12149
824	56945	12079
825	57012	12009
826	57079	11940
827	57147	11871
828	57214	11801
829	57281	11732
830	57346	11662
831	57412	11592
832	57478	11523
833	57543	11453
834	57609	11383
835	57676	11314
836	57741	11244
837	57812	11176
838	57886	11108
839	57953	11038
840	58020	10969
841	58087	10900
842	58155	10830
843	58222	10761
844	58290	10692
845	58356	10622
846	58425	10553
847	58494	10484
848	58562	10415
849	58628	10346
850	58695	10276
851	58761	10207
852	58827	10137
853	58894	10068
854	58960	9999
855	59031	9930
856	59097	9861
857	59164	9791
858	59231	9722
859	59297	9653
860	59366	9584
861	59433	9514
862	59497	9445
863	59562	9375
864	59629	9306
865	59696	9237
866	59762	9167
867	59834	9099
868	59913	9031
869	59976	8961
870	60039	8892
871	60107	8823
872	60167	8752
873	60231	8683
874	60293	8613
875	60353	8543
876	60417	8473
877	60481	8404
878	60543	8334
879	60604	8264
880	60664	8194
881	60727	8124
882	60787	8054
883	60848	7984
884	60908	7914
885	60968	7844
886	61028	7774
887	61088	7704
888	61149	7635
889	61210	7565
890	61270	7495
891	61330	7425
892	61389	7355
893	61448	7285
894	61509	7216
895	61571	7146
896	61632	7077
897	61693	7007
898	61756	6938
899	61815	6868
900	61875	6798
901	61934	6729
902	61994	6659
903	62055	6589
904	62115	6520
905	62177	6451
906	62237	6381
907	62298	6312
908	62362	6243
909	62422	6173
910	62481	6104
911	62543	6034
912	62603	5965
913	62666	5896
914	62727	5827
915	62787	5757
916	62853	5689
917	62918	5620
918	62979	5550
919	63040	5481
920	63099	5412
921	63159	5343
922	63220	5274
923	63279	5204
924	63339	5135
925	63400	5066
926	63461	4997
927	63522	4928
928	63582	4859
929	63648	4790
930	63709	4721
931	63769	4652
932	63828	4583
933	63889	4514
934	63951	4445
935	64012	4376
936	64072	4307
937	64132	4239
938	64195	4170
939	64255	4101
940	64315	4032
941	64373	3963
942	64433	3894
943	64492	3825
944	64552	3757
945	64612	3688
946	64674	3619
947	64738	3551
948	64797	3482
949	64858	3413
950	64922	3345
951	64983	3276
952	65043	3207
953	65103	3139
954	65163	3070
955	65222	3001
956	65282	2933
957	65341	2864
958	65401	2796
959	65462	2727
960	65527	2659
961	65587	2590
962	65648	2522
963	65710	2453
964	65772	2385
965	65831	2317
966	65890	2248
967	65950	2180
968	66016	2111
969	66079	2043
970	66139	1975
971	66198	1906
972	66257	1838
973	66317	1770
974	66378	1702
975	66441	1633
976	66501	1565
977	66561	1497
978	66621	1429
979	66683	1360
980	66744	1292
981	66804	1224
982	66863	1156
983	66930	1088
984	66991	1020
985	67050	952
986	67109	883
987	67168	815
988	67228	747
989	67288	679
990	67348	611
991	67407	543
992	67468	475
993	67530	407
994	67590	339
995	67649	271
996	67709	203
997	67768	135
998	67828	67
999	67888	0
